x, y
43.02009777294949, 0.003131115459882443
49.86420423682782, 0.017221135029354327
57.9033134166214, 0.05166340508806263
65.83378598587726, 0.09236790606653617
76.58881042911462, 0.14090019569471618
81.26018468223792, 0.16125244618395312
83.5415535035307, 0.1706457925636008
88.75611080934277, 0.2082191780821918
93.42748506246605, 0.2301369863013699
95.49158066268332, 0.23953033268101767
98.20749592612712, 0.2520547945205479
100.92341118957087, 0.25675146771037183
104.50841933731668, 0.25831702544031315
107.98479087452472, 0.25831702544031315
109.72297664312873, 0.25831702544031315
114.0684410646388, 0.2661448140900196
117.87072243346009, 0.2755381604696674
120.80391091797935, 0.28806262230919766
124.71482889733844, 0.32407045009784735
126.67028788701792, 0.3475538160469668
128.40847365562195, 0.37260273972602737
130.47256925583926, 0.40861056751467717
132.86257468766976, 0.44461839530332675
137.09940249864204, 0.5088062622309198
140.24986420423684, 0.5667318982387476
144.3780554046714, 0.6121330724070451
148.50624660510593, 0.6590998043052838
151.3307984790875, 0.6825831702544032
154.58989679522, 0.6998043052837574
158.06626833242808, 0.7185909980430528
161.3253666485606, 0.7279843444227007
165.45355784899513, 0.7405088062622309
171.21129820749593, 0.7467710371819961
174.90494296577947, 0.7499021526418786
179.46768060836501, 0.7467710371819961
184.68223791417708, 0.7499021526418786
189.13633894622487, 0.7467710371819961
192.0695274307442, 0.7467710371819961
195.54589896795218, 0.7452054794520547
199.45681694731127, 0.7420743639921722
