x, y
1.0125465585656364, 0
1.9630999893569094, 0.001386270927404539
3.058303126710054, 0.001386270927404539
4.029521395881937, 0.0041589989338091
5.000738277686355, 0.002772541854809425
6.033948287265136, 0.005545269861213639
7.025831394817628, 0.008317811716023063
7.976384825608901, 0.011090539722427278
9.050923124581436, 0.019408537590045304
10.00147655537271, 0.030499077312472755
10.972694824544591, 0.04297588796230475
12.047233123517127, 0.06654342448615898
13.018451392689009, 0.09704250179863155
14.0723262406484, 0.13308684897231796
15.022878284072208, 0.1774491009378248
16.014760004257237, 0.23844725556277013
17.04797140120348, 0.3077634080553333
18.019189670375365, 0.37707946747209914
19.011071390560392, 0.44778189089206705
20.044280012771708, 0.5198705852394396
20.994834830930444, 0.582255103867587
22.007380002128617, 0.6293899907637007
23.06125485008801, 0.6834565115242304
24.011809668246745, 0.7264324925623324
24.94169826065741, 0.7597042048054119
26.016236559629945, 0.7943622810516936
27.008118279814973, 0.8179297244997504
28.06199312777436, 0.8345656271591889
